MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;source_parameters_list;added_parameters_futc_1;removed_parameters_futc_1;changed_parameters_futc_1;added_parameters_futc_2;removed_parameters_futc_2;changed_parameters_futc_2;added_parameters_futc_3;removed_parameters_futc_3;changed_parameters_futc_3;added_parameters_futc_4;removed_parameters_futc_4;changed_parameters_futc_4;added_parameters_futc_5;removed_parameters_futc_5;changed_parameters_futc_5;added_parameters_futc_6;removed_parameters_futc_6;changed_parameters_futc_6
MR574;CONJUNCTIVE_EXTEND;Test-11;24;3;8;[title, user_rating_min, user_rating_max, number_votes_min, genres, title_data, US_certificates, color_info, countries, languages, filming_locations, popularity_min, popularity_max, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[instant_watch_options, number_votes_max, title_groups, title_type];[];[];[companies, release_date_end];[];[];[keyword, release_date_start];[];[];[];[];[];[];[];[];[];[];[]
MR140;CONJUNCTIVE_EXTEND;Test-03;24;2;7;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[filming_locations, plot, release_date_end, title_data, title_type, user_rating_min];[];[];[runtime_max];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR752;CONJUNCTIVE_CONTRACT;Test-15;18;3;12;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, companies, genres, instant_watch_options, languages, plot, sound_mix, title_data, title_type, user_rating_min];[];[];[US_certificates];[];[];[countries];[];[];[];[];[];[];[];[];[];[]
MR616;CONJUNCTIVE_EXTEND;Test-12;17;2;15;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, color_info, countries, filming_locations, genres, languages, number_votes_max, number_votes_min, popularity_max, release_date_end, sound_mix, title_data, title_type, user_rating_min];[];[];[plot];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR765;CONJUNCTIVE_CONTRACT;Test-15;18;4;12;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, languages, sound_mix, user_rating_min];[];[];[US_certificates, countries, title_type];[];[];[companies, instant_watch_options, plot];[];[];[genres, title_data];[];[];[];[];[];[];[]
MR885;CONJUNCTIVE_EXTEND;Test-17;18;3;13;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[companies, languages, number_votes_max, plot, title_type, user_rating_min];[];[];[US_certificates];[];[];[instant_watch_options, keyword, popularity_max, popularity_min, title_groups, user_rating_max];[];[];[];[];[];[];[];[];[];[];[]
MR294;CONJUNCTIVE_EXTEND;Test-06;21;2;11;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, countries, filming_locations, languages, release_date_end, release_date_start, runtime_min, title_type];[];[];[keyword, sound_mix, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR13;CONJUNCTIVE_CONTRACT;Test-01;20;3;13;[title, release_date_end, user_rating_max, genres, title_data, companies, instant_watch_options, US_certificates, color_info, keyword, languages, popularity_max, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[release_date_end];[];[];[companies];[];[];[US_certificates, color_info, genres, instant_watch_options, keyword, languages, plot, popularity_max, sound_mix, title_data, user_rating_max];[];[];[];[];[];[];[];[];[];[]
MR486;CONJUNCTIVE_CONTRACT;Test-10;20;1;14;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, companies, countries, instant_watch_options, languages, number_votes_max, number_votes_min, popularity_max, release_date_start, runtime_max, sound_mix, title_data, title_groups, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR762;CONJUNCTIVE_CONTRACT;Test-15;18;2;12;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, countries, languages, plot];[];[];[US_certificates, companies, genres, instant_watch_options, sound_mix, title_data, title_type, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR693;DISJOINT_EXTEND;Test-13;21;1;1;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles:Exclude, display_options_format, display_options_page_size, sorted_by];[];[];[adult_titles:Include];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR917;CONJUNCTIVE_CONTRACT;Test-18;20;4;13;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[title_data];[];[];[cast_crew, companies, languages, popularity_max, release_date_end, runtime_min, title_groups, user_rating_min];[];[];[US_certificates];[];[];[color_info, genres, number_votes_min];[];[];[];[];[];[];[]
MR213;CONJUNCTIVE_EXTEND;Test-04;21;5;11;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[keyword, languages, number_votes_min, popularity_min, release_date_start, runtime_max];[];[];[popularity_max, runtime_min];[];[];[genres];[];[];[user_rating_max];[];[];[number_votes_max];[];[];[];[];[]
MR440;CONJUNCTIVE_CONTRACT;Test-09;23;3;16;[title, title_type, release_date_end, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, US_certificates, countries, keyword, languages, filming_locations, plot, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[companies, countries, genres, instant_watch_options, keyword, languages, release_date_end, title_data, title_groups, title_type, user_rating_max];[];[];[cast_crew, filming_locations, plot, runtime_min];[];[];[US_certificates];[];[];[];[];[];[];[];[];[];[]
MR935;CONJUNCTIVE_EXTEND;Test-18;20;3;12;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, filming_locations, instant_watch_options, keyword, number_votes_max, plot, popularity_min, release_date_start, runtime_max, user_rating_max];[];[];[title_type];[];[];[sound_mix];[];[];[];[];[];[];[];[];[];[];[]
MR266;SHUFFLING_EXTEND;Test-05;19;5;5;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by:Release Date Descending];[];[];[sorted_by:Popularity Ascending];[];[];[sorted_by:Popularity Descending];[];[];[sorted_by:A-Z Ascending];[];[];[sorted_by:A-Z Descending];[];[];[sorted_by:User Rating Ascending];[];[];[]
MR804;CONJUNCTIVE_CONTRACT;Test-16;21;2;14;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, color_info, genres, languages, plot, release_date_start, runtime_max, sound_mix, title_groups, user_rating_max, user_rating_min];[];[];[countries, instant_watch_options];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR1041;CONJUNCTIVE_EXTEND;Test-20;22;3;10;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, filming_locations, keyword, number_votes_max, release_date_start, sound_mix];[];[];[languages, release_date_end, runtime_min];[];[];[number_votes_min];[];[];[];[];[];[];[];[];[];[];[]
MR123;CONJUNCTIVE_CONTRACT;Test-03;24;4;18;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, companies, genres, number_votes_max, title_groups, user_rating_max];[];[];[instant_watch_options, languages, popularity_max, popularity_min, release_date_start, sound_mix];[];[];[US_certificates];[];[];[countries, keyword, number_votes_min, runtime_min];[];[];[];[];[];[];[]
MR119;CONJUNCTIVE_CONTRACT;Test-03;24;3;18;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[languages];[];[];[color_info, companies, countries, genres, instant_watch_options, number_votes_max, popularity_min, runtime_min, sound_mix, title_groups];[];[];[US_certificates, cast_crew, keyword, number_votes_min, popularity_max, release_date_start, user_rating_max];[];[];[];[];[];[];[];[];[];[]
MR880;CONJUNCTIVE_EXTEND;Test-17;18;3;13;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, instant_watch_options, keyword, languages, number_votes_max, popularity_max, popularity_min, user_rating_min];[];[];[plot, user_rating_max];[];[];[companies, title_groups, title_type];[];[];[];[];[];[];[];[];[];[];[]
MR563;CONJUNCTIVE_EXTEND;Test-11;24;2;8;[title, user_rating_min, user_rating_max, number_votes_min, genres, title_data, US_certificates, color_info, countries, languages, filming_locations, popularity_min, popularity_max, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[companies, instant_watch_options, keyword, number_votes_max, release_date_end, release_date_start, title_type];[];[];[title_groups];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR971;CONJUNCTIVE_CONTRACT;Test-19;16;2;9;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, companies, filming_locations, languages, sound_mix, title_data, user_rating_max];[];[];[popularity_max, release_date_start];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR136;CONJUNCTIVE_EXTEND;Test-03;24;4;7;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[runtime_max, user_rating_min];[];[];[filming_locations];[];[];[title_data, title_type];[];[];[plot, release_date_end];[];[];[];[];[];[];[];[]
MR454;CONJUNCTIVE_EXTEND;Test-09;23;3;9;[title, title_type, release_date_end, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, US_certificates, countries, keyword, languages, filming_locations, plot, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, number_votes_max, number_votes_min, popularity_min, sound_mix, user_rating_min];[];[];[release_date_start, runtime_max];[];[];[popularity_max];[];[];[];[];[];[];[];[];[];[];[]
MR242;CONJUNCTIVE_EXTEND;Test-05;19;5;12;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, instant_watch_options, plot, runtime_min, title_data];[];[];[number_votes_max, release_date_start];[];[];[color_info];[];[];[number_votes_min, user_rating_max];[];[];[languages, popularity_min];[];[];[];[];[]
MR531;CONJUNCTIVE_EXTEND;Test-10;20;2;11;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, cast_crew, filming_locations, genres, keyword, plot, release_date_end, runtime_min, title_type, user_rating_max];[];[];[popularity_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR357;CONJUNCTIVE_EXTEND;Test-07;20;3;12;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, companies, filming_locations, instant_watch_options, popularity_max, title_data, title_groups, title_type, user_rating_max];[];[];[popularity_min, runtime_max];[];[];[plot];[];[];[];[];[];[];[];[];[];[];[]
MR941;CONJUNCTIVE_EXTEND;Test-18;20;3;12;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, popularity_min, user_rating_max];[];[];[filming_locations, instant_watch_options, keyword, number_votes_max, plot, runtime_max, sound_mix, title_type];[];[];[release_date_start];[];[];[];[];[];[];[];[];[];[];[]
MR147;CONJUNCTIVE_EXTEND;Test-03;24;4;7;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[title_data];[];[];[plot];[];[];[release_date_end, runtime_max, user_rating_min];[];[];[filming_locations, title_type];[];[];[];[];[];[];[];[]
MR625;CONJUNCTIVE_EXTEND;Test-12;17;3;15;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, countries, languages, number_votes_min, plot, release_date_end, user_rating_min];[];[];[filming_locations, genres, popularity_max, title_data, title_type];[];[];[US_certificates, number_votes_max, sound_mix];[];[];[];[];[];[];[];[];[];[];[]
MR846;CONJUNCTIVE_EXTEND;Test-16;21;4;11;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[filming_locations, title_type];[];[];[companies, number_votes_max, number_votes_min, popularity_max, popularity_min, release_date_end];[];[];[keyword];[];[];[runtime_min, title_data];[];[];[];[];[];[];[];[]
MR970;CONJUNCTIVE_CONTRACT;Test-19;16;2;9;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, languages, popularity_max, release_date_start, sound_mix, user_rating_max];[];[];[companies, filming_locations, title_data];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR270;CONJUNCTIVE_CONTRACT;Test-06;21;5;14;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[companies, instant_watch_options, number_votes_max, plot, popularity_max, popularity_min, title_groups];[];[];[number_votes_min, runtime_max, user_rating_max];[];[];[color_info];[];[];[cast_crew];[];[];[genres, title_data];[];[];[];[]
MR44;CONJUNCTIVE_EXTEND;Test-01;20;4;12;[title, release_date_end, user_rating_max, genres, title_data, companies, instant_watch_options, US_certificates, color_info, keyword, languages, popularity_max, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, countries, filming_locations, number_votes_max, release_date_start, runtime_max, title_groups, user_rating_min];[];[];[number_votes_min, runtime_min];[];[];[popularity_min];[];[];[title_type];[];[];[];[];[];[];[];[]
MR754;CONJUNCTIVE_CONTRACT;Test-15;18;1;12;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, color_info, companies, countries, genres, instant_watch_options, languages, plot, sound_mix, title_data, title_type, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR481;COMPLETE_EXTEND;Test-09;23;4;4;[title, title_type, release_date_end, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, US_certificates, countries, keyword, languages, filming_locations, plot, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info:Color];[];[];[];[];[color_info:Black and white];[];[];[color_info:Colorized];[];[];[color_info:ACES];[];[];[];[];[];[]
MR534;DISJOINT_EXTEND;Test-10;20;1;1;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings:Restrict to Titles I've Seen, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[];[your_ratings:Exclude Titles I've Seen];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR965;CONJUNCTIVE_CONTRACT;Test-19;16;2;9;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[companies, filming_locations, popularity_max, release_date_start, sound_mix, title_data];[];[];[US_certificates, languages, user_rating_max];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR405;CONJUNCTIVE_EXTEND;Test-08;20;3;11;[title_type, release_date_start, user_rating_max, genres, title_data, instant_watch_options, US_certificates, color_info, languages, filming_locations, popularity_min, plot, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, companies, countries, number_votes_max, number_votes_min, popularity_max, release_date_end, sound_mix, user_rating_min];[];[];[keyword];[];[];[title_groups];[];[];[];[];[];[];[];[];[];[];[]
MR180;CONJUNCTIVE_CONTRACT;Test-04;21;5;14;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[companies, filming_locations];[];[];[plot];[];[];[US_certificates, color_info, countries, instant_watch_options, release_date_end, title_data, title_groups];[];[];[cast_crew, sound_mix, title_type];[];[];[user_rating_min];[];[];[];[]
MR803;CONJUNCTIVE_CONTRACT;Test-16;21;3;14;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, languages, plot, runtime_max, user_rating_max, user_rating_min];[];[];[cast_crew, countries, sound_mix, title_groups];[];[];[US_certificates, genres, instant_watch_options, release_date_start];[];[];[];[];[];[];[];[];[];[]
MR637;CONJUNCTIVE_EXTEND;Test-12;17;4;15;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[number_votes_max, popularity_max];[];[];[US_certificates, countries, number_votes_min, plot, release_date_end, sound_mix, title_data];[];[];[color_info, filming_locations, genres, title_type, user_rating_min];[];[];[languages];[];[];[];[];[];[];[];[]
MR560;CONJUNCTIVE_CONTRACT;Test-11;24;3;17;[title, user_rating_min, user_rating_max, number_votes_min, genres, title_data, US_certificates, color_info, countries, languages, filming_locations, popularity_min, popularity_max, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, color_info, countries, genres, languages, number_votes_min, popularity_max, popularity_min, runtime_min, sound_mix, title_data, user_rating_max, user_rating_min];[];[];[plot, runtime_max];[];[];[filming_locations];[];[];[];[];[];[];[];[];[];[]
MR921;CONJUNCTIVE_CONTRACT;Test-18;20;6;13;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[genres, number_votes_min];[];[];[cast_crew, runtime_min, user_rating_min];[];[];[color_info, companies, languages, title_data];[];[];[popularity_max];[];[];[title_groups];[];[];[US_certificates, release_date_end];[]
MR800;CONJUNCTIVE_CONTRACT;Test-16;21;3;14;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, countries, genres, runtime_max, sound_mix, user_rating_max];[];[];[color_info, instant_watch_options, languages, plot, release_date_start, title_groups, user_rating_min];[];[];[cast_crew];[];[];[];[];[];[];[];[];[];[]
MR314;CONJUNCTIVE_EXTEND;Test-06;21;4;11;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, filming_locations, release_date_start, runtime_min, title_type, user_rating_min];[];[];[keyword, sound_mix];[];[];[languages, release_date_end];[];[];[US_certificates];[];[];[];[];[];[];[];[]
MR673;CONJUNCTIVE_EXTEND;Test-13;21;5;10;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, companies, genres, release_date_start, user_rating_min];[];[];[popularity_max];[];[];[runtime_max, runtime_min];[];[];[user_rating_max];[];[];[keyword];[];[];[];[];[]
MR422;CONJUNCTIVE_EXTEND;Test-08;20;3;11;[title_type, release_date_start, user_rating_max, genres, title_data, instant_watch_options, US_certificates, color_info, languages, filming_locations, popularity_min, plot, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, number_votes_max, popularity_max];[];[];[companies, countries, release_date_end, title_groups, user_rating_min];[];[];[keyword, number_votes_min, sound_mix];[];[];[];[];[];[];[];[];[];[];[]
MR1025;CONJUNCTIVE_CONTRACT;Test-20;22;3;15;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[instant_watch_options];[];[];[cast_crew, companies, countries, genres, plot, popularity_max, popularity_min, runtime_max, title_data, title_groups, title_type, user_rating_max, user_rating_min];[];[];[color_info];[];[];[];[];[];[];[];[];[];[]
MR203;CONJUNCTIVE_EXTEND;Test-04;21;3;11;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[number_votes_max];[];[];[genres, keyword, languages, number_votes_min, popularity_max, popularity_min, release_date_start, runtime_min, user_rating_max];[];[];[runtime_max];[];[];[];[];[];[];[];[];[];[];[]
MR268;DISJOINT_EXTEND;Test-05;19;1;1;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles:Include, display_options_format, display_options_page_size, sorted_by];[];[];[adult_titles:Exclude];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR852;DISJOINT_EXTEND;Test-16;21;1;1;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles:Exclude, display_options_format, display_options_page_size, sorted_by];[];[];[adult_titles:Include];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR559;CONJUNCTIVE_CONTRACT;Test-11;24;2;17;[title, user_rating_min, user_rating_max, number_votes_min, genres, title_data, US_certificates, color_info, countries, languages, filming_locations, popularity_min, popularity_max, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, countries, filming_locations, genres, languages, number_votes_min, plot, runtime_max, runtime_min, sound_mix, title_data, user_rating_max, user_rating_min];[];[];[US_certificates, popularity_max, popularity_min];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR810;CONJUNCTIVE_CONTRACT;Test-16;21;3;14;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, countries, genres, instant_watch_options, release_date_start, runtime_max, user_rating_min];[];[];[color_info, languages, sound_mix, title_groups, user_rating_max];[];[];[US_certificates, plot];[];[];[];[];[];[];[];[];[];[]
MR279;CONJUNCTIVE_CONTRACT;Test-06;21;3;14;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, companies, genres, instant_watch_options, number_votes_max, number_votes_min, popularity_max, popularity_min, runtime_max, title_data];[];[];[plot, user_rating_max];[];[];[title_groups];[];[];[];[];[];[];[];[];[];[]
MR788;CONJUNCTIVE_EXTEND;Test-15;18;3;13;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[number_votes_max, popularity_min, release_date_start, user_rating_max];[];[];[cast_crew, keyword, number_votes_min, popularity_max, release_date_end, runtime_max, title_groups];[];[];[filming_locations, runtime_min];[];[];[];[];[];[];[];[];[];[];[]
