MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;source_parameters_list;added_parameters_futc_1;removed_parameters_futc_1;changed_parameters_futc_1;added_parameters_futc_2;removed_parameters_futc_2;changed_parameters_futc_2;added_parameters_futc_3;removed_parameters_futc_3;changed_parameters_futc_3;added_parameters_futc_4;removed_parameters_futc_4;changed_parameters_futc_4;added_parameters_futc_5;removed_parameters_futc_5;changed_parameters_futc_5;added_parameters_futc_6;removed_parameters_futc_6;changed_parameters_futc_6
MR951;CONJUNCTIVE_EXTEND;Test-18;20;3;12;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, filming_locations, instant_watch_options, number_votes_max, plot, release_date_start, sound_mix, title_type, user_rating_max];[];[];[keyword];[];[];[popularity_min, runtime_max];[];[];[];[];[];[];[];[];[];[];[]
MR876;CONJUNCTIVE_EXTEND;Test-17;18;3;13;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[companies, languages, popularity_min, title_groups, user_rating_max];[];[];[US_certificates, instant_watch_options, keyword, number_votes_max, plot, popularity_max, user_rating_min];[];[];[title_type];[];[];[];[];[];[];[];[];[];[];[]
MR589;CONJUNCTIVE_CONTRACT;Test-12;17;4;10;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew];[];[];[instant_watch_options, keyword, popularity_min, release_date_start, runtime_min, title_groups, user_rating_max];[];[];[runtime_max];[];[];[companies];[];[];[];[];[];[];[]
MR286;CONJUNCTIVE_CONTRACT;Test-06;21;3;14;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, companies, genres, instant_watch_options, number_votes_max, number_votes_min, popularity_max, popularity_min, runtime_max, user_rating_max];[];[];[cast_crew, title_data];[];[];[plot, title_groups];[];[];[];[];[];[];[];[];[];[]
MR595;CONJUNCTIVE_CONTRACT;Test-12;17;3;10;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[companies, instant_watch_options, keyword, popularity_min, runtime_max, title_groups, user_rating_max];[];[];[cast_crew, release_date_start];[];[];[runtime_min];[];[];[];[];[];[];[];[];[];[]
MR288;CONJUNCTIVE_CONTRACT;Test-06;21;3;14;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, number_votes_min, popularity_max, title_groups];[];[];[color_info, genres, instant_watch_options, number_votes_max, plot, popularity_min, runtime_max, title_data];[];[];[companies, user_rating_max];[];[];[];[];[];[];[];[];[];[]
MR947;CONJUNCTIVE_EXTEND;Test-18;20;3;12;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[runtime_max];[];[];[countries, filming_locations, instant_watch_options, keyword, number_votes_max, popularity_min, release_date_start, sound_mix, title_type];[];[];[plot, user_rating_max];[];[];[];[];[];[];[];[];[];[];[]
MR166;CONJUNCTIVE_CONTRACT;Test-04;21;2;14;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, color_info, companies, countries, filming_locations, plot, sound_mix, title_data, title_type, user_rating_min];[];[];[instant_watch_options, release_date_end, title_groups];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR1018;CONJUNCTIVE_CONTRACT;Test-20;22;2;15;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, companies, countries, genres, instant_watch_options, plot, popularity_max, popularity_min, runtime_max, title_data, title_groups, user_rating_max, user_rating_min];[];[];[title_type];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR340;CONJUNCTIVE_CONTRACT;Test-07;20;3;13;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, countries, genres, languages, number_votes_max, number_votes_min, release_date_end, release_date_start, runtime_min, user_rating_min];[];[];[color_info, keyword];[];[];[sound_mix];[];[];[];[];[];[];[];[];[];[]
MR48;CONJUNCTIVE_EXTEND;Test-01;20;2;12;[title, release_date_end, user_rating_max, genres, title_data, companies, instant_watch_options, US_certificates, color_info, keyword, languages, popularity_max, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, filming_locations];[];[];[cast_crew, number_votes_max, number_votes_min, popularity_min, release_date_start, runtime_max, runtime_min, title_groups, title_type, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR233;CONJUNCTIVE_CONTRACT;Test-05;19;4;13;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, filming_locations];[];[];[companies, countries, user_rating_min];[];[];[runtime_max, title_groups, title_type];[];[];[genres, keyword, popularity_max, release_date_end, sound_mix];[];[];[];[];[];[];[]
MR114;CONJUNCTIVE_CONTRACT;Test-03;24;3;18;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, color_info, companies, countries, genres, keyword, languages, number_votes_max, number_votes_min, popularity_max, popularity_min, release_date_start, runtime_min, title_groups, user_rating_max];[];[];[sound_mix];[];[];[instant_watch_options];[];[];[];[];[];[];[];[];[];[]
MR648;CONJUNCTIVE_CONTRACT;Test-13;21;4;15;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, languages, sound_mix];[];[];[cast_crew, countries, filming_locations, number_votes_max, number_votes_min, plot, release_date_end, title_data, title_groups, title_type];[];[];[instant_watch_options];[];[];[popularity_min];[];[];[];[];[];[];[]
MR158;CONJUNCTIVE_EXTEND;Test-03;24;3;7;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[filming_locations, runtime_max, title_data, title_type];[];[];[user_rating_min];[];[];[plot, release_date_end];[];[];[];[];[];[];[];[];[];[];[]
MR805;CONJUNCTIVE_CONTRACT;Test-16;21;1;14;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, color_info, countries, genres, instant_watch_options, languages, plot, release_date_start, runtime_max, sound_mix, title_groups, user_rating_max, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR561;CONJUNCTIVE_CONTRACT;Test-11;24;2;17;[title, user_rating_min, user_rating_max, number_votes_min, genres, title_data, US_certificates, color_info, countries, languages, filming_locations, popularity_min, popularity_max, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, countries, filming_locations, genres, languages, number_votes_min, plot, popularity_max, popularity_min, runtime_max, runtime_min, sound_mix, title_data, user_rating_max, user_rating_min];[];[];[US_certificates];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR711;CONJUNCTIVE_CONTRACT;Test-14;23;2;16;[title, title_type, user_rating_min, number_votes_max, genres, title_groups, title_data, companies, US_certificates, color_info, languages, filming_locations, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, number_votes_max, plot, runtime_max, runtime_min, sound_mix, title_groups, title_type];[];[];[US_certificates, companies, filming_locations, genres, languages, title_data, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR277;CONJUNCTIVE_CONTRACT;Test-06;21;2;14;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, companies, genres, instant_watch_options, number_votes_max, number_votes_min, plot, popularity_max, popularity_min, title_data, title_groups, user_rating_max];[];[];[runtime_max];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR174;CONJUNCTIVE_CONTRACT;Test-04;21;3;14;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, color_info, sound_mix, title_data];[];[];[cast_crew, companies, countries, filming_locations, plot, release_date_end, title_groups, title_type, user_rating_min];[];[];[instant_watch_options];[];[];[];[];[];[];[];[];[];[]
MR271;CONJUNCTIVE_CONTRACT;Test-06;21;4;14;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, companies, number_votes_max, popularity_max, runtime_max, title_data];[];[];[cast_crew, number_votes_min, popularity_min];[];[];[genres, instant_watch_options, plot];[];[];[title_groups, user_rating_max];[];[];[];[];[];[];[]
MR527;CONJUNCTIVE_EXTEND;Test-10;20;5;11;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[runtime_min];[];[];[US_certificates, cast_crew, title_type, user_rating_max];[];[];[keyword];[];[];[filming_locations, genres, popularity_min, release_date_end];[];[];[plot];[];[];[];[];[]
MR532;CONJUNCTIVE_EXTEND;Test-10;20;4;11;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[popularity_min, release_date_end, runtime_min, user_rating_max];[];[];[US_certificates, keyword, plot, title_type];[];[];[cast_crew, genres];[];[];[filming_locations];[];[];[];[];[];[];[];[]
MR436;CONJUNCTIVE_CONTRACT;Test-09;23;4;16;[title, title_type, release_date_end, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, US_certificates, countries, keyword, languages, filming_locations, plot, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[plot];[];[];[cast_crew, genres, title_data, title_groups, user_rating_max];[];[];[US_certificates, keyword, runtime_min, title_type];[];[];[companies, countries, filming_locations, instant_watch_options, languages, release_date_end];[];[];[];[];[];[];[]
MR18;CONJUNCTIVE_CONTRACT;Test-01;20;4;13;[title, release_date_end, user_rating_max, genres, title_data, companies, instant_watch_options, US_certificates, color_info, keyword, languages, popularity_max, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, instant_watch_options, plot];[];[];[genres, keyword, languages, popularity_max, release_date_end, sound_mix];[];[];[color_info, companies, user_rating_max];[];[];[title_data];[];[];[];[];[];[];[]
MR830;CONJUNCTIVE_EXTEND;Test-16;21;3;11;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[filming_locations, keyword, popularity_min, release_date_end, title_data, title_type];[];[];[companies, number_votes_min, popularity_max, runtime_min];[];[];[number_votes_max];[];[];[];[];[];[];[];[];[];[];[]
MR642;COMPLETE_EXTEND;Test-12;17;4;4;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info:Color];[];[];[];[];[color_info:Black and white];[];[];[color_info:Colorized];[];[];[color_info:ACES];[];[];[];[];[];[]
MR592;CONJUNCTIVE_CONTRACT;Test-12;17;2;10;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, companies, instant_watch_options, keyword, popularity_min, release_date_start, runtime_min, title_groups, user_rating_max];[];[];[runtime_max];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR61;CONJUNCTIVE_CONTRACT;Test-02;21;4;14;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, countries, filming_locations, number_votes_max, number_votes_min, release_date_start, runtime_max, runtime_min, title_data, title_groups, user_rating_min];[];[];[languages];[];[];[popularity_min];[];[];[title_type];[];[];[];[];[];[];[]
MR966;CONJUNCTIVE_CONTRACT;Test-19;16;2;9;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, companies, filming_locations, languages, popularity_max, release_date_start, title_data, user_rating_max];[];[];[sound_mix];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR1060;CONJUNCTIVE_EXTEND;Test-20;22;3;10;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[keyword];[];[];[US_certificates, filming_locations, languages, number_votes_max, number_votes_min, release_date_end, runtime_min, sound_mix];[];[];[release_date_start];[];[];[];[];[];[];[];[];[];[];[]
MR815;CONJUNCTIVE_CONTRACT;Test-16;21;2;14;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, color_info, countries, genres, languages, plot, release_date_start, runtime_max, sound_mix, title_groups, user_rating_max, user_rating_min];[];[];[instant_watch_options];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR193;CONJUNCTIVE_EXTEND;Test-04;21;1;11;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[genres, keyword, languages, number_votes_max, number_votes_min, popularity_max, popularity_min, release_date_start, runtime_max, runtime_min, user_rating_max];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR968;CONJUNCTIVE_CONTRACT;Test-19;16;2;9;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[filming_locations, sound_mix, title_data];[];[];[US_certificates, companies, languages, popularity_max, release_date_start, user_rating_max];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR21;CONJUNCTIVE_CONTRACT;Test-01;20;3;13;[title, release_date_end, user_rating_max, genres, title_data, companies, instant_watch_options, US_certificates, color_info, keyword, languages, popularity_max, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, color_info, companies, genres, instant_watch_options, keyword, release_date_end, sound_mix, title_data, user_rating_max];[];[];[plot, popularity_max];[];[];[languages];[];[];[];[];[];[];[];[];[];[]
MR725;CONJUNCTIVE_EXTEND;Test-14;23;1;9;[title, title_type, user_rating_min, number_votes_max, genres, title_groups, title_data, companies, US_certificates, color_info, languages, filming_locations, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, instant_watch_options, keyword, number_votes_min, popularity_max, popularity_min, release_date_end, release_date_start, user_rating_max];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR84;CONJUNCTIVE_EXTEND;Test-02;21;4;11;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, color_info, genres, plot, sound_mix, user_rating_max];[];[];[release_date_end];[];[];[instant_watch_options, keyword];[];[];[companies, popularity_max];[];[];[];[];[];[];[];[]
MR211;CONJUNCTIVE_EXTEND;Test-04;21;4;11;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[languages, number_votes_max, popularity_min];[];[];[genres, keyword, popularity_max, release_date_start, runtime_min];[];[];[user_rating_max];[];[];[number_votes_min, runtime_max];[];[];[];[];[];[];[];[]
MR66;CONJUNCTIVE_CONTRACT;Test-02;21;4;14;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, filming_locations, number_votes_max, release_date_start, title_data];[];[];[number_votes_min];[];[];[languages, popularity_min, runtime_max, runtime_min, title_groups, title_type, user_rating_min];[];[];[countries];[];[];[];[];[];[];[]
MR905;CONJUNCTIVE_CONTRACT;Test-18;20;4;13;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, companies, number_votes_min, popularity_max, release_date_end, runtime_min, title_data, title_groups];[];[];[US_certificates, user_rating_min];[];[];[languages];[];[];[genres];[];[];[];[];[];[];[]
MR24;CONJUNCTIVE_CONTRACT;Test-01;20;3;13;[title, release_date_end, user_rating_max, genres, title_data, companies, instant_watch_options, US_certificates, color_info, keyword, languages, popularity_max, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, color_info, genres, languages, plot, release_date_end, sound_mix, title_data, user_rating_max];[];[];[companies, keyword, popularity_max];[];[];[instant_watch_options];[];[];[];[];[];[];[];[];[];[]
MR144;CONJUNCTIVE_EXTEND;Test-03;24;2;7;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[filming_locations, plot, release_date_end, runtime_max, title_type, user_rating_min];[];[];[title_data];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR746;CONJUNCTIVE_CONTRACT;Test-15;18;5;12;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, companies, countries, instant_watch_options, user_rating_min];[];[];[title_type];[];[];[languages, sound_mix];[];[];[US_certificates];[];[];[genres, plot, title_data];[];[];[];[]
MR993;CONJUNCTIVE_EXTEND;Test-19;16;6;16;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, number_votes_min, runtime_max];[];[];[color_info, keyword, number_votes_max, popularity_min, runtime_min, title_type, user_rating_min];[];[];[cast_crew, instant_watch_options, title_groups];[];[];[release_date_end];[];[];[genres];[];[];[plot];[];[]
MR615;CONJUNCTIVE_EXTEND;Test-12;17;2;15;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, filming_locations, languages, number_votes_max, release_date_end, sound_mix, title_type];[];[];[color_info, countries, genres, number_votes_min, plot, popularity_max, title_data, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR690;CONJUNCTIVE_EXTEND;Test-13;21;2;10;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, genres, keyword, release_date_start, runtime_max, runtime_min, user_rating_max];[];[];[companies, popularity_max, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR658;CONJUNCTIVE_CONTRACT;Test-13;21;2;15;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, countries, instant_watch_options, languages, number_votes_max, plot, popularity_min, release_date_end, sound_mix, title_data, title_groups];[];[];[filming_locations, number_votes_min, title_type];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR490;CONJUNCTIVE_CONTRACT;Test-10;20;5;14;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[number_votes_max];[];[];[color_info, companies, instant_watch_options, languages, number_votes_min, popularity_max, release_date_start, runtime_max, title_data];[];[];[sound_mix, title_groups];[];[];[countries];[];[];[user_rating_min];[];[];[];[]
MR194;CONJUNCTIVE_EXTEND;Test-04;21;3;11;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[genres, languages, number_votes_max, number_votes_min, popularity_max, popularity_min, release_date_start, runtime_max, runtime_min];[];[];[keyword];[];[];[user_rating_max];[];[];[];[];[];[];[];[];[];[];[]
MR526;CONJUNCTIVE_EXTEND;Test-10;20;4;11;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, filming_locations, plot, popularity_min, runtime_min, title_type];[];[];[keyword, user_rating_max];[];[];[US_certificates, release_date_end];[];[];[genres];[];[];[];[];[];[];[];[]
MR957;CONJUNCTIVE_CONTRACT;Test-19;16;2;9;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, companies, filming_locations, languages, popularity_max, release_date_start, sound_mix, title_data];[];[];[user_rating_max];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR40;CONJUNCTIVE_EXTEND;Test-01;20;4;12;[title, release_date_end, user_rating_max, genres, title_data, companies, instant_watch_options, US_certificates, color_info, keyword, languages, popularity_max, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[popularity_min, title_type];[];[];[cast_crew, countries, filming_locations, number_votes_min, release_date_start, runtime_min, title_groups, user_rating_min];[];[];[number_votes_max];[];[];[runtime_max];[];[];[];[];[];[];[];[]
MR825;CONJUNCTIVE_EXTEND;Test-16;21;3;11;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[keyword, popularity_min, runtime_min];[];[];[filming_locations, number_votes_max, number_votes_min, popularity_max, release_date_end];[];[];[companies, title_data, title_type];[];[];[];[];[];[];[];[];[];[];[]
MR287;CONJUNCTIVE_CONTRACT;Test-06;21;4;14;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[popularity_max, runtime_max, title_data];[];[];[cast_crew, genres, number_votes_max, popularity_min, title_groups, user_rating_max];[];[];[instant_watch_options, number_votes_min, plot];[];[];[color_info, companies];[];[];[];[];[];[];[]
MR956;CONJUNCTIVE_CONTRACT;Test-19;16;1;9;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, companies, filming_locations, languages, popularity_max, release_date_start, sound_mix, title_data, user_rating_max];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR109;CONJUNCTIVE_CONTRACT;Test-03;24;2;18;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, cast_crew, color_info, companies, countries, instant_watch_options, number_votes_min, popularity_min, release_date_start, runtime_min, sound_mix, title_groups, user_rating_max];[];[];[genres, keyword, languages, number_votes_max, popularity_max];[];[];[];[];[];[];[];[];[];[];[];[];[]
